10011086,"Clean, renovated 1 bedroom apt close to 1 train",22257525,Andrea,Manhattan,Harlem,40.82501,-73.95125,Entire home/apt,100,3,1,2016-08-19,0.03,1,0
10018550,Open Room in Luxury Apartment,27952234,Brett,Manhattan,Financial District,40.70623,-74.00906,Private room,100,1,0,N/A,N/A,1,0
10019312,Comfy Spacious room/Lower Manhattan - East Side,44216429,Maria,Manhattan,Gramercy,40.73628,-73.98549,Private room,100,4,115,2019-07-07,2.67,1,268
10021643,Spacious Room -- Upper West Side,44118283,Guillaume,Manhattan,Upper West Side,40.79546,-73.97497,Private room,100,15,1,2016-02-15,0.02,1,0
10041002,1st Floor Beautiful Brownstone Apt,7503132,Whitney,Brooklyn,Clinton Hill,40.68399,-73.96192,Entire home/apt,100,5,7,2016-11-27,0.16,1,0
10083881,Well Equipped One-Bedroom Apartment,51743699,Oliver,Manhattan,Morningside Heights,40.80986,-73.95945,Entire home/apt,100,1,1,2015-12-23,0.02,1,0
10104123,East Village Bedroom w/Roof Deck,51850937,Joe,Manhattan,East Village,40.73061,-73.98335,Private room,100,2,51,2019-07-02,1.19,3,4
101053,Colorful Artistic Williamsburg Apt,530032,Lee And Tara,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,2019-03-01,0.31,1,0
10134557,1 Bedroom in East Village,6753765,Austin,Manhattan,East Village,40.72423,-73.98327,Shared room,100,5,0,N/A,N/A,3,0
10193343,Steps from subway and Central Park,15891234,Dan,Manhattan,East Harlem,40.794,-73.94585,Entire home/apt,100,2,6,2016-03-29,0.14,1,0
10209278,"One Bedroom Apt, Hell's Kitchen",52454608,David,Manhattan,Hell's Kitchen,40.7631,-73.98753,Entire home/apt,100,1,0,N/A,N/A,1,0
10267693,"Cute beach bungalow by the beach, 80min Manhattan",52793525,J.C.,Queens,Far Rockaway,40.59607,-73.75911,Entire home/apt,100,6,9,2019-05-10,0.22,1,0
10283574,Apt next to Astoria park,35518413,Suhel,Queens,Long Island City,40.76322,-73.93334,Entire home/apt,100,1,206,2019-07-04,5.25,2,304
10337217,NYC Sweetheart Studio - Upper East,15310997,Mor,Manhattan,Upper East Side,40.77467,-73.95405,Entire home/apt,100,30,7,2019-02-08,0.21,9,331
10350120,Nice Suite with Kitchen,53268392,Crystal,Manhattan,Upper West Side,40.80076,-73.96389,Shared room,100,1,0,N/A,N/A,1,0
1036734,Apartment in the heart of Upper East Side,5707409,Mary,Manhattan,Upper East Side,40.77054,-73.95497,Entire home/apt,100,3,226,2019-07-01,2.97,1,221
10386936,Private Room in Williamsburg!,53471415,Mark,Brooklyn,Williamsburg,40.71141,-73.95155,Private room,1002,365,10,2016-05-19,0.25,1,365
10387839,Cute 2 bed Williamsburg railroad,53477091,Elena,Brooklyn,Williamsburg,40.71436,-73.95445,Entire home/apt,100,1,5,2016-07-06,0.12,1,0
1039983,Tribeca Loft w/ Private Elevator,273174,Jon,Manhattan,Tribeca,40.72008,-74.0043,Entire home/apt,1000,1,25,2019-06-22,0.36,3,37
10407271,Luxury Bushwick Apartment,53582731,Jayson,Brooklyn,Bushwick,40.69995,-73.92937,Entire home/apt,100,5,14,2018-06-28,0.33,1,1
10414065,Large Private Minimalist Loft Room,525663,Steven,Manhattan,Chinatown,40.71489,-73.991,Private room,100,1,0,N/A,N/A,1,0
10513499,Sunny 1 bedroom Apartment,54206554,Pippa,Brooklyn,Bedford-Stuyvesant,40.68577,-73.95179,Entire home/apt,100,3,1,2016-03-22,0.02,1,0
10534018,Sunny Studio ~ Great Location!,17500155,Karol,Queens,Long Island City,40.74775,-73.94797,Entire home/apt,100,12,5,2016-07-25,0.13,1,0
105510,Private 1-Bedroom Apt in Townhouse,322716,Alex,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,2019-01-05,0.16,5,282
10562990,Cozy Brooklyn One Bedroom,9932811,Alison,Brooklyn,Flatbush,40.64875,-73.96978,Entire home/apt,100,5,2,2016-04-11,0.05,1,0
10575811,Large studio in elevator building Cobble Hill,14611780,Paige,Brooklyn,Columbia St,40.68928,-73.99903,Entire home/apt,105,1,5,2018-12-30,0.14,1,0
10576172,LRG PRVT ROOM IN NYC NEAR METRO & ACTIVITIES,5479882,Nata,Manhattan,Harlem,40.80512,-73.953,Private room,100,2,72,2019-07-02,2.08,1,19
10589384,Beautiful Views & Apt in Brooklyn!,1558246,Modupe,Brooklyn,Fort Greene,40.68811,-73.97621,Private room,105,3,0,N/A,N/A,1,0
10600032,Very nice 1 bedroom house/bungalow,53894093,Rafael,Staten Island,Midland Beach,40.57411,-74.09436,Entire home/apt,100,2,0,N/A,N/A,1,0
10658564,Cozy 1 Bedroom on Upper east side,21229563,Ankita,Manhattan,Upper East Side,40.78231,-73.94571,Entire home/apt,100,1,0,N/A,N/A,1,0
10681362,BK LOFT: Unique/Modern/Fun,5075354,Ted,Brooklyn,Crown Heights,40.67755,-73.95108,Entire home/apt,100,4,8,2017-11-25,0.19,1,0
10681986,Fully furnished room in 2BR NYC Apt,55179950,Emilio,Manhattan,Washington Heights,40.83865,-73.93782,Private room,100,1,0,N/A,N/A,1,0
1070458,Room in a cozy loft,3968209,Swetha,Manhattan,SoHo,40.72086,-73.99999,Private room,100,3,64,2019-05-06,0.87,2,355
10729951,Spacious Oasis w/ Private Entrance,10954437,Riah,Brooklyn,Bedford-Stuyvesant,40.6936,-73.94864,Private room,105,1,24,2017-01-08,0.69,1,0
10755419,"Hip, renovated 1-bedroom",55617221,Chad,Manhattan,Civic Center,40.71331,-73.99822,Entire home/apt,100,2,0,N/A,N/A,1,0
10771369,Awesome Midtown Get-A-Way,55713233,Ryan,Manhattan,Murray Hill,40.7462,-73.97707,Entire home/apt,105,3,3,2016-09-06,0.08,1,0
10774325,Convenient Studio Apartment!,3068641,Erum,Manhattan,Harlem,40.80806,-73.9435,Entire home/apt,100,4,0,N/A,N/A,1,0
10808493,This quaint 2 bedroom apart in NYC,6198203,Janice,Brooklyn,East Flatbush,40.66101,-73.9302,Entire home/apt,100,2,29,2019-06-08,2.17,1,318
10812960,Beautiful Duplex in Crown Heights,17052634,Mike,Brooklyn,Crown Heights,40.67204,-73.94614,Private room,100,1,0,N/A,N/A,1,0
10881719,charming Soho/Little Italy nest,30410829,Michelange,Manhattan,Chinatown,40.71786,-74.00009,Entire home/apt,105,1,16,2016-08-25,0.40,1,0
10909987,Private Bedroom at Central Park N.,5429885,Ergie,Manhattan,Harlem,40.79929,-73.95199,Private room,100,3,147,2019-07-02,3.55,1,66
10921135,Gorgeous Large Sunny 2 BR,3411196,Tasha,Brooklyn,Kensington,40.64751,-73.97814,Entire home/apt,100,1,0,N/A,N/A,1,0
10990088,"Downtown, Renovated 2 Bedroom Apt",24361297,Summer,Manhattan,Chinatown,40.71781,-73.99569,Entire home/apt,100,1,0,N/A,N/A,1,0
1102858,Brownstone Flat on Tree-Lined Block,5908577,Eric,Brooklyn,Crown Heights,40.67271,-73.94551,Entire home/apt,105,1,349,2019-06-30,4.73,2,277
11032588,Beautiful bedroom in Williamsburg,6265305,Federico,Brooklyn,Williamsburg,40.7169,-73.94714,Private room,100,2,0,N/A,N/A,1,0
11035889,Cozy Bedroom in the Lower East Side,57269448,Chantal,Manhattan,Lower East Side,40.72104,-73.98298,Private room,100,2,1,2016-06-14,0.03,1,0
11065341,Greenpoint Apartment,45896206,Dora,Brooklyn,Greenpoint,40.73144,-73.95745,Entire home/apt,110,2,0,N/A,N/A,1,0
11065571,Charming Brooklyn Heights Studio,57434801,Reese,Brooklyn,Brooklyn Heights,40.69257,-73.99304,Entire home/apt,100,1,0,N/A,N/A,1,0
11089123,Awesome bedroom in 2br apartment <3,15231059,Apollo,Manhattan,Lower East Side,40.72118,-73.98875,Private room,100,3,19,2019-04-30,0.46,4,303
11097962,"Home, Sweet, Harlem. Welcome!",24800102,Kevin,Manhattan,East Harlem,40.79733,-73.93955,Entire home/apt,110,1,221,2019-06-28,5.53,1,348
11118296,Forest Hills Haven,57762390,Annette,Queens,Forest Hills,40.71813,-73.8386,Entire home/apt,100,2,1,2016-08-05,0.03,1,0
